"","Name","City","Lat","Long","dummy"
"6215","BRITANNIA PLACE","REDWOOD CITY",37.4583442,-122.2367055,1
"6216","BRITTA CARE MANOR","ANAHEIM",33.8416533,-117.8691655,1
"6217","BRITTAN HOME CARE","SAN CARLOS",37.4921549,-122.2631205,1
"6218","BRITTANY CARE HOME","CONCORD",37.939017,-122.0330046,1
"6219","BRITTANY HOUSE","LONG BEACH",33.8400608,-118.1273308,0
"6220","BRL INDEPENDENT HOME OF COMPASSION & LOVE","SPRING VALLEY",32.7077347,-117.0011837,1
"6221","BROADVIEW RESIDENTIAL CARE CENTER","GLENDALE",34.1474009,-118.2663955,0
"6222","BROADWAY SENIOR LIVING INC","ROSEVILLE",38.7362866,-121.2815237,1
"6223","BROOKDALE ALHAMBRA","ALHAMBRA",34.0927667,-118.1245103,0
"6224","BROOKDALE ANAHEIM","ANAHEIM",33.8332896,-117.9843806,0
"6225","BROOKDALE ANAHEIM HILLS","ANAHEIM HILLS",33.8461659,-117.7758458,0
"6226","BROOKDALE ANTELOPE VALLEY","LANCASTER",34.6653577,-118.158224,0
"6227","BROOKDALE APPLE VALLEY","APPLE VALLEY",34.466299,-117.2413123,0
"6228","BROOKDALE AUBURN","AUBURN",38.9432027,-121.1069207,0
"6229","BROOKDALE BAKERSFIELD","BAKERSFIELD",35.3310453,-119.0931254,0
"6230","BROOKDALE BREA","BREA",33.9325545,-117.8983827,0
"6231","BROOKDALE BROOKHURST","WESTMINSTER",33.7393243,-117.9541703,0
"6232","BROOKDALE CENTRAL WHITTIER","WHITTIER",33.9665183,-118.0330557,0
"6233","BROOKDALE CHANATE","SANTA ROSA",38.467877,-122.710278,0
"6234","BROOKDALE CHATSWORTH","CHATSWORTH",34.2577691,-118.5871613,0
"6235","BROOKDALE CHERRY HILLS","SUN CITY",33.7094148,-117.2140382,0
"6236","BROOKDALE CITRUS HEIGHTS","CITRUS HEIGHTS",38.6825224,-121.2931034,0
"6237","BROOKDALE CLAIREMONT","SAN DIEGO",32.833938,-117.1782755,0
"6238","BROOKDALE CLEARLAKE","CLEARLAKE",38.9649319,-122.6332673,0
"6239","BROOKDALE CORONA","CORONA",33.8572522,-117.5550734,0
"6240","BROOKDALE DANVILLE","DANVILLE",37.8281236,-121.9995595,0
"6241","BROOKDALE DANVILLE DIABLO ROAD","DANVILLE",37.8341308,-121.9806671,0
"6242","BROOKDALE ELK GROVE","ELK GROVE",38.422084,-121.425894,0
"6243","BROOKDALE FAIRFIELD","FAIRFIELD",38.2730162,-122.0797384,0
"6244","BROOKDALE FOLSOM","FOLSON",38.6676997,-121.1513121,0
"6245","BROOKDALE FORTUNA","FORTUNA",40.5839683,-124.1398971,0
"6246","BROOKDALE FREMONT","FREMONT",37.5566523,-121.9857322,0
"6247","BROOKDALE FRESNO","FRESNO",36.843794,-119.752892,0
"6248","BROOKDALE GARDEN GROVE","GARDEN GROVE",33.7878333,-117.9548186,0
"6249","BROOKDALE GRAND TERRACE","GRAND TERRACE",34.0323932,-117.3176649,0
"6250","BROOKDALE GREENHAVEN","SACRAMENTO",38.511746,-121.5408058,0
"6251","BROOKDALE IRVINE","IRVINE",33.6520162,-117.835484,0
"6252","BROOKDALE KETTLEMAN LANE","LODI",38.114885,-121.300389,0
"6253","BROOKDALE LODI","LODI",38.1148018,-121.3016928,0
"6254","BROOKDALE LOMA LINDA","LOMA LINDA",34.0553527,-117.2460754,0
"6255","BROOKDALE MAGNOLIA","CORONA",33.8593364,-117.554964,0
"6256","BROOKDALE MANOR OF CARMEL","CARMEL",36.5357292,-121.8627582,1
"6257","BROOKDALE MANTECA","MANTECA",37.8032778,-121.2342935,0
"6258","BROOKDALE MIRAGE INN","RANCHO MIRAGE",33.758769,-116.3945853,0
"6259","BROOKDALE MONROVIA","MONROVIA",34.1518351,-117.9985076,0
"6260","BROOKDALE MURRIETA","MURRIETA",33.5733489,-117.2052506,0
"6261","BROOKDALE NAPA","NAPA",38.3225772,-122.2937487,0
"6262","BROOKDALE NORTH BAY","VALLEJO",38.1315123,-122.2418021,0
"6263","BROOKDALE NORTH EUCLID","ONTARIO",34.077106,-117.652087,0
"6264","BROOKDALE NORTH FREMONT","FREMONT",37.5606185,-121.9925198,0
"6265","BROOKDALE NORTH TARZANA","TARZANA",34.1748888,-118.5365301,0
"6266","BROOKDALE OCEANSIDE","OCEANSIDE",33.1806596,-117.2894759,0
"6267","BROOKDALE ORANGEVALE","ORANGEVALE",38.6771309,-121.2272185,0
"6268","BROOKDALE PALM SPRINGS","PALM SPRINGS",33.8196987,-116.5279342,0
"6269","BROOKDALE PASO ROBLES","PASO ROBLES",35.606965,-120.660119,0
"6270","BROOKDALE PAULIN CREEK","SANTA ROSA",38.4621341,-122.7334967,0
"6271","BROOKDALE PLACE OF SAN MARCOS","SAN MARCOS",33.1322389,-117.2039452,0
"6272","BROOKDALE RED BLUFF","RED BLUFF",40.1604059,-122.2357425,0
"6273","BROOKDALE RIVERSIDE","RIVERSIDE",33.9814534,-117.4566032,0
"6274","BROOKDALE ROHNERT PARK","ROHNERT PARK",38.358675,-122.6867889,0
"6275","BROOKDALE ROSEVILLE","ROSEVILLE",38.728139,-121.2832692,0
"6276","BROOKDALE SALINAS","SALINAS",36.7122356,-121.6506189,0
"6277","BROOKDALE SAN JOSE","SAN JOSE",37.253734,-121.8682455,0
"6278","BROOKDALE SAN PABLO","SAN PABLO",37.9613841,-122.342259,0
"6279","BROOKDALE SAN RAMON","SAN RAMON",37.7762504,-121.9968814,0
"6280","BROOKDALE SANTA MONICA","SANTA MONICA",34.0051379,-118.4890677,0
"6281","BROOKDALE SANTA MONICA GARDENS","SANTA MONICA",34.022195,-118.5049278,0
"6282","BROOKDALE SCOTTS VALLEY","SCOTTS VALLEY",37.0486133,-122.0359722,0
"6283","BROOKDALE SONOMA","SONOMA",38.2921504,-122.473967,0
"6284","BROOKDALE SOUTH TARZANA","TARZANA",34.1720691,-118.5414901,0
"6285","BROOKDALE STERLING COURT","ROSEVILLE",38.7412399,-121.2469681,0
"6286","BROOKDALE STOCK RANCH ROAD","CITRUS HEIGHTS",38.6812144,-121.2917949,0
"6287","BROOKDALE STOCKTON","STOCKTON",38.0126761,-121.318343,0
"6288","BROOKDALE SUNWEST","HEMET",33.7643243,-116.9897172,0
"6289","BROOKDALE TRACY","TRACY",37.7547894,-121.4309524,0
"6290","BROOKDALE UPTOWN WHITTIER","WHITTIER",33.9787649,-118.0343884,0
"6291","BROOKDALE VACAVILLE","VACAVILLE",38.3583486,-121.9588955,0
"6292","BROOKDALE VACAVILLE LEISURE TOWN","VACAVILLE",38.3739489,-121.9379915,0
"6293","BROOKDALE VALLEJO HILLS","VALLEJO",38.1134788,-122.2078659,0
"6294","BROOKDALE VALLEY VIEW","GARDEN GROVE",33.7881572,-118.0300689,0
"6295","BROOKDALE WALNUT","WALNUT",33.9871286,-117.8682816,0
"6296","BROOKDALE WINDSOR","WINDSOR",38.5517326,-122.8044877,0
"6297","BROOKDALE YREKA","YREKA",41.7178706,-122.6441769,0
"6298","BROOKE ROAD ELDER CARE","FALLBROOK",33.3542934,-117.2306407,1
"6299","BROOKFIELD HOME CARE","ROCKLIN",38.7829151,-121.202207,1
"6300","BROOKSIDE INN","SAN DIEGO",32.8318695,-117.2237509,1
"6301","BROOKVIEW RCFE, INC.","LINCOLN",38.890108,-121.316689,1
"6302","BROPHY'S PLACE","SAN LUIS OBISPO",35.256493,-120.687607,1
"6303","BRUIZ CAREHOME","BRENTWOOD",37.9612683,-121.7311526,1
"6304","BRUNSWICK VILLAGE","GRASS VALLEY",39.2314811,-121.0375261,0
"6305","BRYANT RANCH GUEST MANOR III","YORBA LINDA",33.8970439,-117.8111549,1
"6306","BRYANT RANCH GUEST MANOR VI","YORBA LINDA",33.8992596,-117.7840339,1
"6307","BU-WON CARE HOME","FOLSOM",38.6776852,-121.112704,1
"6308","BUBBE & ZAYDE'S PLACE II","SANTA ANA",NA,NA,1
"6309","BUBBE & ZAYDE'S PLACE III","SANTA ANA",33.7629718,-117.8463492,1
"6310","BUBBE & ZAYDE'S PLACE IV","SANTA ANA",33.7629718,-117.8463492,1
"6311","BUBBE & ZAYDE'S PLACE V","SANTA ANA",33.7629718,-117.8463492,1
"6312","BUBBE & ZAYDE'S PLACE VII","SANTA ANA",33.7629718,-117.8463492,1
"6313","BUCK SERENITY HOMES","VACAVILLE",38.354515,-122.01097,1
"6314","BUCK SERENITY HOMES II","VACAVILLE",38.3448123,-121.9455888,1
"6315","BUCKINGHAM PLACE","LOS ANGELES",33.9859458,-118.3467799,1
"6316","BUCKINGHAM RESIDENTIAL CARE HOME","WINDSOR",38.5488553,-122.8292175,1
"6317","BUENA CREEK RESIDENTIAL CARE","VISTA",33.1893843,-117.1926057,1
"6318","BUENA PARK GUEST HOME","BUENA PARK",33.840342,-118.0238173,1
"6319","BUENA VISTA ASST. LIVING LLC","HEMET",33.724148,-116.9679877,0
"6320","BUENA VISTA MANOR HOUSE","SAN FRANCISCO",37.766527,-122.4405751,0
"6321","BUENA VISTA VILLA RCFE","BURBANK",34.2046595,-118.338096,1
"6322","BUNGALOW","PASADENA",34.1762538,-118.1234296,1
"6323","BUNGALOW NORTH, THE","PASADENA",34.1762538,-118.1234296,1
"6324","BURBANK HILLS COMFORT LIVING","BURBANK",34.206223,-118.3346504,1
"6325","BURBANK HILLS RESIDENTIAL CARE FACILITY","BURBANK",34.1936839,-118.3190316,1
"6326","BURBANK MANOR","SANTA ROSA",38.4335213,-122.7060377,1
"6327","BURLINGAME HACIENDA","BURLINGAME",37.5825333,-122.3625968,0
"6328","BURLINGAME SENIOR HOME","BURLINGAME",37.5840947,-122.3683961,1
"6329","BURLINGAME SENIOR HOME 2","BURLINGAME",37.5893111,-122.3864368,1
"6330","BURLINGAME VILLA, INC.","BURLINGAME",37.5870894,-122.3647501,0
"6331","BURLINGTON, THE","WOFFORD HEIGHTS",35.7090407,-118.4519279,0
"6332","BURTON'S CARE HOME","ROHNERT PARK",38.3382416,-122.6986867,1
"6333","BUSMAN RESIDENTIAL CARE LLC","MURRIETA",33.5823937,-117.1740222,1
"6334","BUTTERFLY CHATEAU OF CAMARILLO LLC","CAMARILLO",34.233502,-118.987393,1
"6335","BUTTERFLY GARDENS II","LA JOLLA",32.8209365,-117.2335282,1
"6336","BUTTONS ELDERLY CARE LLC","OAKLEY",37.9954662,-121.7209997,1
"6337","BYRON PARK","WALNUT CREEK",37.8825403,-122.0763911,0
"6338","BYXBEE HOME","SAN FRANCISCO",37.7211827,-122.4700984,1
"6339","C-H #4 RESIDENTIAL CARE FOR ELDERLY","HAWTHORNE",33.922154,-118.3572426,1
"6340","C-H #6 RESIDENTIAL CARE FOR ELDERLY","DOWNEY",33.9060314,-118.148497,1
"6341","C AND G HOME CARE III","GRANADA HILLS",NA,NA,1
"6342","C & A BOARD AND CARE","LAGUNA HILLS",33.595886,-117.686695,1
"6343","C & C'S CARE HOME","SAN BRUNO",37.6380704,-122.4577049,1
"6344","C & C RESIDENTIAL CARE HOME INC.","FAIRFIELD",38.2686262,-122.0194512,1
"6345","C & F SENIOR CARE HOME","VALLEJO",38.1499245,-122.1774211,1
"6346","C & L HOME FOR THE ELDERLY","UNION CITY",37.5931775,-122.0470323,1
"6347","C & M GUEST HOME","DUBLIN",37.7196739,-121.9359385,1
"6348","C & R HOME FOR THE ELDERLY","UNION CITY",37.5790932,-122.0207626,1
"6349","C0MFORT CARE HOME #2","CERRITOS",33.8474723,-118.0910118,1
"6350","CABANAS ADULT CARE HOME","SAN DIEGO",32.92439,-117.1495942,1
"6351","CABANAS CARE HOME","OCEANSIDE",33.1942019,-117.3697249,1
"6352","CABRILLO MANOR","TORRANCE",33.8088522,-118.3147774,1
"6353","CACCAM'S SORREL RESIDENCE","SIMI VALLEY",34.2683429,-118.7735929,1
"6354","CACCAM'S STANTON RESIDENCE","SIMI VALLEY",34.2842362,-118.7234641,1
"6355","CACHO'S HOME CARE","SANTA MARIA",34.9844955,-120.4497796,1
"6356","CAHALAN VILLA","SAN JOSE",37.2431437,-121.8496211,1
"6357","CAJUCOM CARE HOME #1","SACRAMENTO",38.7085995,-121.343575,1
"6358","CAJUCOM CARE HOME #2","SACRAMENTO",38.6205485,-121.3641343,1
"6359","CALEO BAY ALZHEIMER'S SPECIAL CARE CENTER","LA QUINTA",33.701404,-116.293952,0
"6360","CALI CARE RETIREMENT HOME","SACRAMENTO",38.6316094,-121.3797098,1
"6361","CALIFORNIA BOARD & CARE #1","SAN DIEGO",32.7463064,-117.1268912,1
"6362","CALIFORNIA CARE RCFE-BAXTER","NEWBURY PARK",34.1729245,-118.9488579,1
"6363","CALIFORNIA GUEST HOME","ORANGE",33.806107,-117.822695,1
"6364","CALIFORNIA GUEST HOME II","ORANGE",33.8067529,-117.8227489,1
"6365","CALIFORNIA HOME FOR SENIORS","EL CAJON",32.818491,-116.946849,0
"6366","CALIFORNIA HOME FOR THE ADULT DEAF (CHAD)","RIVERSIDE",33.9317347,-117.4187996,1
"6367","CALIFORNIA HOME FOR THE AGED INC","FRESNO",36.7401846,-119.6698377,0
"6368","CALIFORNIA LIFESTYLES","SAN CLEMENTE",33.4631184,-117.6413093,1
"6369","CALIFORNIA LIFESTYLES II","SAN CLEMENTE",33.4628805,-117.6414753,1
"6370","CALIFORNIA LIFESTYLES III","SAN CLEMENTE",33.4580612,-117.6403769,1
"6371","CALIFORNIA LIFESTYLES IV","SAN CLEMENTE",33.4574455,-117.6402824,1
"6372","CALIFORNIA MANOR GUEST HOUSE","RIVERSIDE",33.6681503,-117.3797826,1
"6373","CALIFORNIA MISSION INN","ROSEMEAD",34.0897589,-118.0858849,0
"6374","CALIFORNIA MISSION INN - ROSE MANOR","ROSEMEAD",34.0909967,-118.0857798,0
"6375","CALIFORNIA RETIREMENT HOTEL","LOS ANGELES",34.088429,-118.2883754,0
"6376","CALIFORNIA SENIOR CARE","SANTA CLARA",NA,NA,1
"6377","CALIFORNIA SENIOR OF AV","LANCASTER",34.6724363,-118.161647,1
"6378","CALIFORNIA SENIOR OF SHERMAN OAKS","SHERMAN OAKS",34.1600979,-118.4554798,1
"6379","CALIFORNIA SUNSHINE","CONCORD",37.9462608,-122.0236694,1
"6380","CALIFORNIA SUNSHINE RCFE","CLAYTON",37.9371377,-121.9429227,1
"6381","CALIFORNIA VILLA OF VAN NUYS","VAN NUYS",34.1928294,-118.4654342,0
"6382","CALIFORNIAN, THE","WOODLAND",38.6651027,-121.7945914,0
"6383","CALLE DE VIDA TIERRASANTA RCFE","SAN DIEGO",32.8241855,-117.0816685,1
"6384","CALLE DE VIDA TIERRASANTA TOO","SAN DIEGO",32.8241019,-117.0815034,1
"6385","CALLOWAY GARDENS","BAKERSFIELD",35.3715859,-119.1105891,1
"6386","CALOAKS SENIOR LIVING","RIVERSIDE",33.9102059,-117.4692864,0
"6387","CALUYA'S RESIDENTIAL CARE HOME II","LOS OSOS",35.3309723,-120.8262478,1
"6388","CALUYA'S RESIDENTIAL FACILITY","NATIONAL CITY",32.6812591,-117.0762704,1
"6389","CALVIN DRIVE CARE HOME","CITRUS HEIGHTS",38.6987391,-121.2987953,1
"6390","CALVINE ELDERLY CARE HOME","SACRAMENTO",38.4539771,-121.2948336,1
"6391","CAMBRIDGE COURT","FULLERTON",33.870846,-117.8988137,0
"6392","CAMBRIDGE HOUSE","ORANGE",33.8193413,-117.8438596,1
"6393","CAMELLIA GARDEN","WALNUT CREEK",NA,NA,1
"6394","CAMELLIA GARDEN II","WALNUT CREEK",37.916758,-122.028593,1
"6395","CAMELLIA SENIOR HOME CARE","UPLAND",34.1301983,-117.6273752,1
"6396","CAMELOT CARE HOME 3","ELK GROVE",38.412767,-121.387157,1
"6397","CAMELOT CARE HOME # 1","SACRAMENTO",38.4670483,-121.3875095,1
"6398","CAMELOT CARE HOME # 4","SACRAMENTO",38.4973529,-121.5236973,1
"6399","CAMELOT RESIDENTIAL HOME","BELLFLOWER",33.8777946,-118.1138476,0
"6400","CAMENCHITA'S RESIDENTIAL CARE HOME","SOUTH SAN FRANCISCO",37.6380063,-122.4345987,1
"6401","CAMEO ELDERLY CARE, INC.","ALTA LOMA",34.1292436,-117.6213422,1
"6402","CAMEO HOMES - EASTSIDE I","COSTA MESA",33.6430918,-117.908909,1
"6403","CAMEO HOMES - LIGHTHOUSE","CORONA DEL MAR",33.6112261,-117.865479,1
"6404","CAMEO HOMES - MARINERS","NEWPORT BEACH",33.6319603,-117.897393,1
"6405","CAMINO HILLS CARE HOME 2","SAN CLEMENTE",33.4673372,-117.6337397,1
"6406","CAMINO HILLS OF SAN CLEMENTE","SAN CLEMENTE",33.4661459,-117.6343635,1
"6407","CAMINO RAMON HOME FOR SENIORS","DANVILLE",37.8014122,-121.9878305,1
"6408","CAMLU RETIREMENT COMMUNITY","STOCKTON",38.002958,-121.3279131,0
"6409","CAMPBELL'S LOVING HOME CARE INC.","RANCHO MIRAGE",NA,NA,1
"6410","CAMPBELL'S LOVING HOME CARE INC. #2","RANCHO MIRAGE",33.7885881,-116.3947701,1
"6411","CAMPBELL VILLAGE","CAMPBELL",37.2904018,-121.9760162,0
"6412","CAMPRIL BOARD AND CARE II","NORTH HOLLYWOOD",34.2106635,-118.4161446,1
"6413","CANA PLACE","GRANITE BAY",38.7415168,-121.1721854,1
"6414","CANA PLACE 2","GRANITE BAY",38.7407527,-121.1731991,1
"6415","CANDICE HOME CARE I","BAKERSFIELD",35.3621508,-119.0673441,1
"6416","CANDLELIGHT HOME CARE","CITRUS HEIGHTS",38.698034,-121.2955355,1
"6417","CANDLEWOOD HOUSE I","SANTA MARIA",34.9116975,-120.4385263,1
"6418","CANDLEWOOD HOUSE #3","SANTA MARIA",34.9097196,-120.4366617,1
"6419","CANDLEWOOD MANOR","WESTMINSTER",33.7335868,-117.9571948,1
"6420","CANTERBURY HOME, THE","SANTA ROSA",38.4256904,-122.6708833,1
"6421","CANTERBURY HOUSE","SACRAMENTO",38.6032556,-121.4573826,1
"6422","CANTERWOOD HOME","TORRANCE",33.8751436,-118.3484096,1
"6423","CANYON BREEZE HOME","CANYON COUNTRY",34.4259812,-118.4886505,1
"6424","CANYON GUEST HOME","SAN DIEGO",32.8162274,-117.2004573,1
"6425","CANYON HILL SENIOR HOME","SAN DIEGO",32.9175061,-117.1648005,1
"6426","CANYON HILLS HOME CARE","ESCONDIDO",33.0872557,-117.0519091,1
"6427","CANYON HILLS REST HOME","COLTON",34.0066119,-117.242211,1
"6428","CANYON LAKE MANOR","CANYON LAKE",33.6829083,-117.2537286,1
"6429","CANYON LAKE TERRACE","CANYON LAKE",33.6761072,-117.2454121,1
"6430","CANYON TERRACE ASSISTED LIVING CENTER","ESCONDIDO",33.08774,-117.0526888,1
"6431","CANYON TRAILS AT TOPANGA SENIOR LIVING","CANOGA PARK",34.2150853,-118.6064168,0
"6432","CANYON VIEW CHATEAU LLC","DIAMOND BAR",34.0176665,-117.8176792,1
"6433","CANYON VIEW RESIDENTIAL CARE FACILITY","VALENCIA",34.4338456,-118.5327507,1
"6434","CANYON VIEW RESIDENTIAL CARE FACILITY INC 3","VALENCIA",34.384955,-118.541764,1
"6435","CANYON VIEW TERRACE","SAN DIEGO",32.9247198,-117.154492,1
"6436","CANYON VILLAS","SAN DIEGO",32.8122138,-117.1983428,0
"6437","CAPAY HOME","SOUTH SAN FRANCISCO",37.6504377,-122.442727,1
"6438","CAPE COMMUNITY CARE","SAN MATEO",37.5268134,-122.3059438,1
"6439","CAPLAND SENIOR LIVING","PALMDALE",34.6067009,-118.1946404,1
"6440","CAPRA HOUSE CARE HOME","SOUTH SAN FRANCISCO",37.6623103,-122.4244701,1
"6441","CAPSTONE GUEST HOME II","VILLA PARK",33.8027547,-117.8210673,1
"6442","CARDINAL YU-PIN MANOR","NORWALK",33.889376,-118.0702062,0
"6443","CARE A LOT","CITRUS HEIGHTS",38.7184011,-121.2525775,1
"6444","CARE AND CARE RESIDENCE I","SAN FRANCISCO",37.771456,-122.437846,0
"6445","CARE AND CARE RESIDENCE II","SAN FRANCISCO",37.719875,-122.462468,1
"6446","CARE CASTLE","VAN NUYS",34.1964204,-118.4818088,1
"6447","CARE COTTAGES I","SIMI VALLEY",34.2680225,-118.6883881,1
"6448","CARE GROUP AT HEATHMAN WAY, THE","ELK GROVE",38.4139283,-121.3425105,1
"6449","CARE GUARDIANS INC","LANCASTER",34.6941711,-118.0783097,1
"6450","CARE HOME SWEET HOME","HERCULES",38.0053688,-122.2417978,1
"6451","CARE HORIZONS ASSISTED LIVING","CARMICHAEL",38.6351048,-121.3104548,1
"6452","CARE HORIZONS ASSISTED LIVING II","CARMICHAEL",38.6350995,-121.3100947,1
"6453","CARE LIVING OF CHINO","CHINO",34.0317624,-117.7158393,1
"6454","CARE OF HEART FOR ELDERLY IN ORANGE","ORANGE",33.7896311,-117.8174293,1
"6455","CARE PALACE","VAN NUYS",34.1964216,-118.481953,1
"6456","CARE PLUS MANSION","EL CAJON",32.8234184,-116.9971214,1
"6457","CARE PROVIDERS AT ARDEN","SACRAMENTO",38.5951478,-121.3579202,1
"6458","CARE WITH LOVE","RESEDA",34.195288,-118.552679,1
"6459","CARECENTER AT HOME FOR ELDERLY","SAN DIEGO",32.692359,-117.0427407,1
"6460","CAREGIVERS II","BLOOMINGTON",34.0551571,-117.3817113,1
"6461","CARES R US LLC","ANTIOCH",37.9892728,-121.8317468,1
"6462","CAREWELL MANOR","ANAHEIM",33.8219922,-118.0064695,1
"6463","CAREZZA GUEST HOMES","RANCHO PALOS VERDES",33.7621161,-118.3168813,1
"6464","CARINDALE RESIDENTIAL CARE","GLENDORA",34.1143536,-117.8810428,1
"6465","CARING AND HELPING HANDS","MORENO VALLEY",33.9207716,-117.1690581,1
"6466","CARING ANGELS CARE HOME","LAFAYETTE",37.9293137,-122.094082,1
"6467","CARING FAMILIES-BV1","ELK GROVE",38.4111973,-121.3827133,1
"6468","CARING FAMILIES-BV2","ELK GROVE",38.4112329,-121.3824214,1
"6469","CARING FAMILIES, EGF","ELK GROVE",38.4196423,-121.3720112,1
"6470","CARING HANDS ELDERLY CARE","APPLE VALLEY",34.5562008,-117.1654242,1
"6471","CARING HANDS FOR THE ELDERLY","MODESTO",37.6989871,-120.9906721,1
"6472","CARING HEART","ELK GROVE",38.4137222,-121.4105818,1
"6473","CARING HEART-BUCHANAN","CLOVIS",36.8643888,-119.6605367,1
"6474","CARING HEART-EVERGLADE","CLOVIS",36.8647176,-119.6605289,1
"6475","CARING HEART - PAUL","CLOVIS",36.8309621,-119.6388284,1
"6476","CARING HEARTS HOME OF CLOVIS","CLOVIS",36.810279,-119.6604022,1
"6477","CARING HEARTS SENIOR CARE HOME LLC","LANCASTER",34.6813299,-118.2051726,1
"6478","CARING HEARTS SENIOR CARE HOME, INC","SAN JOSE",37.3086806,-121.9490208,1
"6479","CARING HOMES","FRESNO",36.8423261,-119.7705929,1
"6480","CARING HOMES 2","FRESNO",36.8346039,-119.821064,1
"6481","CARING HOMES 3","FRESNO",36.8202844,-119.8385722,1
"6482","CARING HOUSE","TORRANCE",33.8340911,-118.3374516,1
"6483","CARING PARTNERS","HUNTINGTON BEACH",33.6775147,-117.9547119,1
"6484","CARING PARTNERS II","HUNTINGTON BEACH",33.6711081,-117.9632983,1
"6485","CARING PARTNERS, INC","CERRITOS",33.8525459,-118.094267,1
"6486","CARING SISTERS HOME AND GARDEN @ LAKE FOREST","LAKE FOREST",33.6251768,-117.6977051,1
"6487","CARING TEAM HOME CARE","HESPERIA",NA,NA,1
"6488","CARINO'S QUALITY HOME CARE II","PALM SPRINGS",33.8130233,-116.5094609,1
"6489","CARINO'S QUALITY HOME CARE, INC.","PALM SPRINGS",33.8306568,-116.5344378,1
"6490","CARLSBAD COMFORT CARE","CARLSBAD",33.124594,-117.2601508,1
"6491","CARLSBAD ELDER CARE","CARLSBAD",33.1443982,-117.3143706,1
"6492","CARLTON CROWN PLAZA","SACRAMENTO",38.5846106,-121.4020958,0
"6493","CARLTON PLAZA OF DAVIS","DAVIS",38.5514963,-121.7181496,0
"6494","CARLTON PLAZA OF ELK GROVE","ELK GROVE",38.4097544,-121.4228693,0
"6495","CARLTON PLAZA OF FREMONT","FREMONT",37.5471798,-121.9805889,0
"6496","CARLTON PLAZA OF SACRAMENTO","SACRAMENTO",38.5845678,-121.4021679,0
"6497","CARLTON PLAZA OF SAN JOSE","SAN JOSE",37.2650529,-121.8456922,0
"6498","CARLTON PLAZA OF SAN LEANDRO","SAN LEANDRO",37.7280936,-122.1577993,0
"6499","CARMEL-2","SHERMAN OAKS",34.1692877,-118.4439967,1
"6500","CARMEL - 1","SHERMAN OAKS",34.1691522,-118.4440078,1
"6501","CARMEL - 3","SHERMAN OAKS",34.1694248,-118.4439815,1
"6502","CARMEL - 4","SHERMAN OAKS",34.1695601,-118.4440299,1
"6503","CARMEL - 5","SHERMAN OAKS",34.1697004,-118.4439907,1
"6504","CARMEL HOME","SANTA ROSA",38.4481672,-122.7201597,1
"6505","CARMEL HOME","WOODLAND HILLS",34.1690251,-118.636123,1
"6506","CARMEL HOME-2","WOODLAND HILLS",34.1712014,-118.6389162,1
"6507","CARMEL HOME CARE, INC.","UPLAND",34.110867,-117.6568057,1
"6508","CARMEL HOUSE","CHICO",39.7625649,-121.8619858,1
"6509","CARMEL VILLA","CARMEL",36.5377916,-121.8623988,1
"6510","CARMEL VILLAGE AT CLOVIS","CLOVIS",36.8080335,-119.6853299,0
"6511","CARMEL VILLAGE MEMORY CARE","CLOVIS",36.8075437,-119.6856992,0
"6512","CARMEL VILLAGE RETIREMENT COMMUNITY","FOUNTAIN VALLEY",33.7149648,-117.9523437,0
"6513","CARMELO PARK","MONTEREY",36.5916673,-121.8979284,0
"6514","CARMEN'S CARE HOME","SACRAMENTO",NA,NA,1
"6515","CARMEN'S CARE MANOR","SIMI VALLEY",34.2671964,-118.7241996,1
"6516","CARMEN'S CARE MANOR II","SIMI VALLEY",34.2691375,-118.7238371,1
"6517","CARMEN'S RETIREMENT HOME","FAIR OAKS",NA,NA,1
"6518","CARMEN ELDERLY CARE","CITRUS HEIGHTS",38.6917947,-121.2876335,1
"6519","CARMICHAEL SENIOR CARE","CARMICHAEL",38.5974696,-121.3435,1
"6520","CARMIE CARES HOME FOR THE ELDERLY 1","CATHEDRAL CITY",NA,NA,1
"6521","CARMIE CARES HOME FOR THE ELDERLY 2","CATHEDRAL CITY",33.8142187,-116.4593831,1
"6522","CARMIE HOME CARE II","GARDENA",33.8991554,-118.302389,1
"6523","CARMONA'S RESIDENTIAL CARE","SAN DIEGO",32.8082629,-117.167386,1
"6524","CARMONT HOME","MILPITAS",37.429879,-121.8746473,1
"6525","CARNATE BOARD & CARE #1","SANTA MARIA",34.9415042,-120.4459594,1
"6526","CARNATE BOARD & CARE #3","SANTA MARIA",34.9412199,-120.4469934,1
"6527","CARNELIAN I","WALNUT CREEK",37.8915066,-122.0750774,0
"6528","CARNELIAN II","WALNUT CREEK",37.8917259,-122.075312,1
"6529","CARNELIAN III","WALNUT CREEK",37.8915482,-122.0747162,1
"6530","CARNELIAN VILLAS HOME CARE","ANAHEIM",33.8040913,-117.9379124,1
"6531","CAROLINA LIVING","SAN RAMON",37.7686661,-121.9816374,1
"6532","CAROLYN MITCHELL'S LOVING CARE HOME","SACRAMENTO",38.4835707,-121.4937722,1
"6533","CARPEL BOARD AND CARE FACILITY","SAN DIEGO",32.782728,-117.1640498,1
"6534","CARPEL BOARD & CARE FACILITY #2","SAN DIEGO",32.782728,-117.1640498,1
"6535","CARPINTERIA SENIOR LODGE","CARPINTERIA",34.400545,-119.5245131,1
"6536","CARRIAGE CARE","WALNUT CREEK",37.9351428,-122.043598,1
