Type,Name,Administrator,Address,City,State,Zip,County.Name,Capacity,License.First.Date,Status,Location,Lat,Long
RESIDENTIAL CARE ELDERLY,GEM'S SENIOR LIVING I,GERLITA HIGA,28701 PORTSMOUTH DRIVE,SUN CITY,CA,92586,RIVERSIDE,6,6/29/2007,LICENSED,"28701 PORTSMOUTH DRIVE, SUN CITY, CA92586",33.7038396,-117.2124139
RESIDENTIAL CARE ELDERLY,GEM'S SENIOR LIVING II,GERLITA HIGA,28291 PORTSMOUTH DRIVE,SUN CITY,CA,92586,RIVERSIDE,6,6/29/2007,LICENSED,"28291 PORTSMOUTH DRIVE, SUN CITY, CA92586",33.7099911,-117.2126793
RESIDENTIAL CARE ELDERLY,GEM'S VILLE HOME CARE,ROLANDO F. NUQUI,819 WEST MAXZIM AVENUE,FULLERTON,CA,92832,ORANGE,5,4/29/1997,LICENSED,"819 WEST MAXZIM AVENUE, FULLERTON, CA92832",33.855708,-117.94
RESIDENTIAL CARE ELDERLY,"GENE-LYN GUEST HOME, INC.",TABITA SIMBULAN,7814 NEYLAND WAY,SACRAMENTO,CA,95829,SACRAMENTO,6,9/4/2012,LICENSED,"7814 NEYLAND WAY, SACRAMENTO, CA95829",38.4732177,-121.3557222
RESIDENTIAL CARE ELDERLY,GENEROUS HOMECARE,"LIBED, MARIE ANTONETTE",31963 GOLDEN WILLOW COURT,WINCHESTER,CA,92596,RIVERSIDE,6,5/17/2017,LICENSED,"31963 GOLDEN WILLOW COURT, WINCHESTER, CA92596",33.5849685,-117.1019808
RESIDENTIAL CARE ELDERLY,GENEROUS HOMECARE,M LIBED/G LIBED,31729 BOTTLE BRUSH ST.,WINCHESTER,CA,92596,RIVERSIDE,6,2/22/2013,LICENSED,"31729 BOTTLE BRUSH ST., WINCHESTER, CA92596",33.5838865,-117.1060864
RESIDENTIAL CARE ELDERLY,GENESEE BOARD & CARE,VYACHESLAV SAMARKIN,815 N. GENESEE AVENUE,LOS ANGELES,CA,90046,LOS ANGELES,6,9/29/2010,LICENSED,"815 N. GENESEE AVENUE, LOS ANGELES, CA90046",34.0857983,-118.3586053
RESIDENTIAL CARE ELDERLY,GENESEE BOARD & CARE II,VYACHESLAV S. SAMARKIN,813 N. GENESEE AVENUE,LOS ANGELES,CA,90046,LOS ANGELES,6,9/29/2010,LICENSED,"813 N. GENESEE AVENUE, LOS ANGELES, CA90046",34.0858009,-118.358731
RESIDENTIAL CARE ELDERLY,GENESEE VILLA,"LEE,BELINDA",1441 GENESEE,LOS ANGELES,CA,90019,LOS ANGELES,6,8/10/2000,LICENSED,"1441 GENESEE, LOS ANGELES, CA90019",34.0497923,-118.3641002
RESIDENTIAL CARE ELDERLY,GENESIS,"MENDOZA JR., ELMER",1004 SOUTH MCDOWELL BLVD.,PETALUMA,CA,94954,SONOMA,6,3/25/2015,LICENSED,"1004 SOUTH MCDOWELL BLVD., PETALUMA, CA94954",38.2399611,-122.6099515
RESIDENTIAL CARE ELDERLY,GENESIS CARE HOME FOR ELDERLY,ROSELLE CIPRIANO,1169 LEWIS AVENUE,VALLEJO,CA,94591,SOLANO,6,6/10/2004,LICENSED,"1169 LEWIS AVENUE, VALLEJO, CA94591",38.0853777,-122.2157611
RESIDENTIAL CARE ELDERLY,GENESIS CARE HOME FOR ELDERLY II,"CIPRIANO, ROSELLE",102 AMADAS COURT,FAIRFIELD,CA,94533,SOLANO,6,4/18/2011,LICENSED,"102 AMADAS COURT, FAIRFIELD, CA94533",38.2421869,-122.0774638
RESIDENTIAL CARE ELDERLY,GENESIS ELDERLY CARE,I INCIONG/R MONTANO,5129 ELSINORE,ORANGE,CA,92869,ORANGE,6,9/15/2008,LICENSED,"5129 ELSINORE, ORANGE, CA92869",33.8083006,-117.7979803
RESIDENTIAL CARE ELDERLY,GENESIS ELDERLY CARE II,RAMON MONTANO,1184 NORTH LINDA VISTA,ORANGE,CA,92869,ORANGE,6,2/10/2015,LICENSED,"1184 NORTH LINDA VISTA, ORANGE, CA92869",33.8080053,-117.7976187
RESIDENTIAL CARE ELDERLY,GENESIS MANOR,GERRY MARKIE,6354 SACRAMENTO AVE,ALTA LOMA,CA,91701,SAN BERNARDINO,6,10/29/1999,LICENSED,"6354 SACRAMENTO AVE, ALTA LOMA, CA91701",34.1390069,-117.6131189
RESIDENTIAL CARE ELDERLY,GENESIS MANOR II,GERRY MARKIE,2123 AQUINAS AVE.,CLAREMONT,CA,91711,LOS ANGELES,6,5/28/2001,LICENSED,"2123 AQUINAS AVE., CLAREMONT, CA91711",34.1220017,-117.7057305
RESIDENTIAL CARE ELDERLY,GENESIS MANOR IV,GERRY A. MARKIE,1691 GENESSE AVENUE,LA VERNE,CA,91750,LOS ANGELES,6,3/3/2005,LICENSED,"1691 GENESSE AVENUE, LA VERNE, CA91750",34.1210594,-117.7728105
RESIDENTIAL CARE ELDERLY,GENESIS MANOR V,GERRY A. MARKIE,550 BETHANY CIRCLE,CLAREMONT,CA,91711,LOS ANGELES,6,11/14/2007,LICENSED,"550 BETHANY CIRCLE, CLAREMONT, CA91711",34.1219948,-117.7060104
RESIDENTIAL CARE ELDERLY,GENESIS MANOR VI,DAVID MARKIE,6936 AMETHYST AVENUE,ALTA LOMA,CA,91701,SAN BERNARDINO,6,2/10/2010,LICENSED,"6936 AMETHYST AVENUE, ALTA LOMA, CA91701",34.1283097,-117.5985338
RESIDENTIAL CARE ELDERLY,GENESIS RESIDENTIAL CARE HOME,"MEDINA, EDUVIGES",111 GREGORY LANE,VALLEJO,CA,94591,SOLANO,6,12/18/2006,LICENSED,"111 GREGORY LANE, VALLEJO, CA94591",38.1146462,-122.2086519
RESIDENTIAL CARE ELDERLY,GENESIS SENIOR HOME,MARIA JASMIN AVILA,824 S. WINTHROPE STREET,ORANGE,CA,92869,ORANGE,6,3/7/2013,LICENSED,"824 S. WINTHROPE STREET, ORANGE, CA92869",33.7748404,-117.8061646
RESIDENTIAL CARE ELDERLY,GENESIS SENIOR HOME II,MARIA JASMIN AVILA,13021 HEWES AVENUE,SANTA ANA,CA,92705,ORANGE,6,7/14/2014,LICENSED,"13021 HEWES AVENUE, SANTA ANA, CA92705",33.77329,-117.805643
RESIDENTIAL CARE ELDERLY,GENESIS SENIOR HOME III,MARIA JASMIN AVILA,129 MOUNTAIN VIEW DRIVE,TUSTIN,CA,92780,ORANGE,6,3/26/2014,LICENSED,"129 MOUNTAIN VIEW DRIVE, TUSTIN, CA92780",33.7463568,-117.8290037
RESIDENTIAL CARE ELDERLY,GENTLE CARE GUEST HOME,"KAOCHAROEN,SUWANNEE",11513 ACACIA ST.,LOMA LINDA,CA,92354,SAN BERNARDINO,9,7/21/2016,LICENSED,"11513 ACACIA ST., LOMA LINDA, CA92354",34.0446186,-117.2577219
RESIDENTIAL CARE ELDERLY,GENTLE CARE GUEST HOME,"AIMSIRI, AMPAI",11513 ACACIA ST.,LOMA LINDA,CA,92354,SAN BERNARDINO,9,11/26/2013,LICENSED,"11513 ACACIA ST., LOMA LINDA, CA92354",34.0446186,-117.2577219
RESIDENTIAL CARE ELDERLY,GENTLE CARE HOME,EMERITA GARROVILLAS,416 S. JENNIFER LANE,ORANGE,CA,92869,ORANGE,6,3/29/2002,LICENSED,"416 S. JENNIFER LANE, ORANGE, CA92869",33.7822348,-117.8304833
RESIDENTIAL CARE ELDERLY,GENTLE HANDS CARE HOME,"KAZARYAN, OGANES",10598 LAMBRUSCA DRIVE,RANCHO CORDOVA,CA,95670,SACRAMENTO,3,12/14/2016,LICENSED,"10598 LAMBRUSCA DRIVE, RANCHO CORDOVA, CA95670",38.6032,-121.2969848
RESIDENTIAL CARE ELDERLY,GENTLE MANOR ELDERLY CARE,CAROLE CAJUCOM,4193 TERESA AVENUE,CYPRESS,CA,90630,ORANGE,6,5/26/2005,LICENSED,"4193 TERESA AVENUE, CYPRESS, CA90630",33.811019,-118.059934
RESIDENTIAL CARE ELDERLY,GENTLE SOUL GUEST HOME 2,"ABLANIDA-RODRIGUEZ, JULITA",862 PIKE DR.,HEMET,CA,92544,RIVERSIDE,6,1/31/2014,LICENSED,"862 PIKE DR., HEMET, CA92544",33.7614155,-116.9186125
RESIDENTIAL CARE ELDERLY,GENTLECARE HOME,"ACQUILANO, CAROLYN",209 NO. SCHOOL STREET,LODI,CA,95240,SAN JOAQUIN,24,9/15/2004,LICENSED,"209 NO. SCHOOL STREET, LODI, CA95240",38.1371146,-121.2737914
RESIDENTIAL CARE ELDERLY,GEORGE ANNE HOME,"JOHNSON, MARIA LU",849 N DELAWARE STREET,SAN MATEO,CA,94401,SAN MATEO,6,9/1/2016,LICENSED,"849 N DELAWARE STREET, SAN MATEO, CA94401",37.5798976,-122.3343435
RESIDENTIAL CARE ELDERLY,GEORGIA'S GUEST HOME,GEORGIA WILCOMB,102 SOUTH G STREET,EMPIRE,CA,95319,STANISLAUS,15,3/7/1983,LICENSED,"102 SOUTH G STREET, EMPIRE, CA95319",37.636835,-120.901019
RESIDENTIAL CARE ELDERLY,GEORGINA BOARD & CARE,"MOTON, SHERRY",77 E GEORGINA ST,CHULA VISTA,CA,91910,SAN DIEGO,6,12/18/2009,LICENSED,"77 E GEORGINA ST, CHULA VISTA, CA91910",32.6363871,-117.0610119
RESIDENTIAL CARE ELDERLY,GERADA HOME CARE,REY GERADA,30775 AVENIDA DEL PADRE,CATHEDRAL CITY,CA,92234,RIVERSIDE,6,5/29/2015,LICENSED,"30775 AVENIDA DEL PADRE, CATHEDRAL CITY, CA92234",33.8247608,-116.4611964
RESIDENTIAL CARE ELDERLY,GERADA HOME CARE 1,"GERADA, REY",30-495 AVENIDA LOS NINOS,CATHEDRAL CITY,CA,92234,RIVERSIDE,6,7/27/2006,LICENSED,"30-495 AVENIDA LOS NINOS, CATHEDRAL CITY, CA92234",NA,NA
RESIDENTIAL CARE ELDERLY,GERADA HOME CARE II,NIDA GERADA,31-760 AVENIDA DEL PADRE,CATHEDRAL CITY,CA,92234,RIVERSIDE,6,7/10/2012,LICENSED,"31-760 AVENIDA DEL PADRE, CATHEDRAL CITY, CA92234",NA,NA
RESIDENTIAL CARE ELDERLY,GERALD RESIDENTIAL CARE,KAREN ROSALES,3249 GERALD DRIVE,NEWBURY PARK,CA,91320,VENTURA,6,12/1/2000,LICENSED,"3249 GERALD DRIVE, NEWBURY PARK, CA91320",34.1834849,-118.9441869
RESIDENTIAL CARE ELDERLY,GERICARE OF RICHMOND,"BELL, NAOMI",804 JOHNSON DRIVE,RICHMOND,CA,94806,CONTRA COSTA,6,3/24/2003,LICENSED,"804 JOHNSON DRIVE, RICHMOND, CA94806",37.9838979,-122.3537453
RESIDENTIAL CARE ELDERLY,GET TOTAL TENDER LOVING CARE HOME,FLORITO IGNACIO 98,797 SARATOGA AVENUE,GROVER BEACH,CA,93433,SAN LUIS OBISPO,6,12/19/1997,LICENSED,"797 SARATOGA AVENUE, GROVER BEACH, CA93433",35.1266846,-120.6213063
RESIDENTIAL CARE ELDERLY,GETTYSBURG CHRISTIAN HOME,"DYER, ELIZABETH",4844 E. GETTYSBURG,FRESNO,CA,93728,FRESNO,18,12/7/2012,LICENSED,"4844 E. GETTYSBURG, FRESNO, CA93728",36.8009257,-119.7341896
RESIDENTIAL CARE ELDERLY,GEYSER HOME,EDITHA C. TAGUM,9539 GEYSER AVENUE,NORTHRIDGE,CA,91324,LOS ANGELES,6,4/28/2006,LICENSED,"9539 GEYSER AVENUE, NORTHRIDGE, CA91324",34.2439998,-118.5427387
RESIDENTIAL CARE ELDERLY,GG'S REST HOME,RACHEL HUANG,4422 OHIO AVENUE,RICHMOND,CA,94804,CONTRA COSTA,12,11/2/1988,LICENSED,"4422 OHIO AVENUE, RICHMOND, CA94804",37.9304805,-122.3275461
RESIDENTIAL CARE ELDERLY,GIBRALTAR ASSISTED LIVING,"CRUZ, IMELDA & ENRICO",4384 GIBRALTAR DRIVE,FREMONT,CA,94536,ALAMEDA,6,5/15/2008,LICENSED,"4384 GIBRALTAR DRIVE, FREMONT, CA94536",37.5598388,-122.0246263
RESIDENTIAL CARE ELDERLY,"GIBSON CARE HOME, LLC","GIBSON, MARVIN",5711 59TH STREET,SACRAMENTO,CA,95824,SACRAMENTO,6,2/2/2007,LICENSED,"5711 59TH STREET, SACRAMENTO, CA95824",38.5230727,-121.4364626
RESIDENTIAL CARE ELDERLY,GICAS HOME 1,GEANINA BOLDONI,302 S. BRODER STREET,ANAHEIM,CA,92804,ORANGE,6,11/21/2008,LICENSED,"302 S. BRODER STREET, ANAHEIM, CA92804",33.8278702,-117.9892443
RESIDENTIAL CARE ELDERLY,GIFT OF GRACE CARE HOME,PAMELA LEWIS,1480 W. SAN MADELE AVENUE,FRESNO,CA,93711,FRESNO,6,9/15/2010,LICENSED,"1480 W. SAN MADELE AVENUE, FRESNO, CA93711",36.8148289,-119.8191722
RESIDENTIAL CARE ELDERLY,GIGI'S GUEST HOME,"RICASATA, GERALDYN G.",1542 PERIDOT DRIVE,LIVERMORE,CA,94550,ALAMEDA,6,11/26/2008,LICENSED,"1542 PERIDOT DRIVE, LIVERMORE, CA94550",37.6648255,-121.8029972
RESIDENTIAL CARE ELDERLY,GIGI'S GUEST HOME II,"RICASATA, GERALDYN G.",1029 MADISON AVENUE,LIVERMORE,CA,94550,ALAMEDA,6,11/5/2012,LICENSED,"1029 MADISON AVENUE, LIVERMORE, CA94550",37.6796365,-121.7428675
RESIDENTIAL CARE ELDERLY,GILL PORT CARE HOME,"WONG, RONALD G.",2069 GILL PORT LANE,WALNUT CREEK,CA,94598,CONTRA COSTA,6,4/29/2008,LICENSED,"2069 GILL PORT LANE, WALNUT CREEK, CA94598",NA,NA
RESIDENTIAL CARE ELDERLY,"GILMORE HOME CARE, INC.",TEOPISTA TIBLE,18556 GILMORE STREET,RESEDA,CA,91335,LOS ANGELES,4,2/7/2007,LICENSED,"18556 GILMORE STREET, RESEDA, CA91335",34.1873122,-118.5380257
RESIDENTIAL CARE ELDERLY,GILMORE PLACE,"WILCOX, JULIE",70 GILMORE ROAD,RED BLUFF,CA,96080,TEHAMA,22,8/9/2016,LICENSED,"70 GILMORE ROAD, RED BLUFF, CA96080",40.1779457,-122.2267351
RESIDENTIAL CARE ELDERLY,GILROY ELDERLY CARE HOME,"CLARK, DINA",415 LONDON DRIVE,GILROY,CA,95020,SANTA CLARA,6,9/25/2001,LICENSED,"415 LONDON DRIVE, GILROY, CA95020",36.9952554,-121.5689983
RESIDENTIAL CARE ELDERLY,GINA'S HOME CARE,"POP, VIRGINIA",3734 HOLLISTER AVE.,CARMICHAEL,CA,95608,SACRAMENTO,6,4/12/1996,LICENSED,"3734 HOLLISTER AVE., CARMICHAEL, CA95608",38.6321793,-121.2999646
RESIDENTIAL CARE ELDERLY,GINES RESIDENTIAL CARE HOME III,"GINES, ERLINDA & ISIDRO",2565 STONE VALLEY ROAD,ALAMO,CA,94507,CONTRA COSTA,6,4/5/2005,LICENSED,"2565 STONE VALLEY ROAD, ALAMO, CA94507",37.8471627,-121.9972359
RESIDENTIAL CARE ELDERLY,GIO'S ELDERLY CARE INC,"VALENZUELA, MYRNA D",1146 ROSEMARY CIRCLE,CORONA,CA,92879,RIVERSIDE,6,3/27/2017,LICENSED,"1146 ROSEMARY CIRCLE, CORONA, CA92879",33.9034683,-117.5281052
RESIDENTIAL CARE ELDERLY,GISELLE'S CARE HOME #1,"MEMORACION, ELIZABETH",1156 MANZANITA AVENUE,CHICO,CA,95926,BUTTE,6,9/11/1990,LICENSED,"1156 MANZANITA AVENUE, CHICO, CA95926",39.7537536,-121.8332639
RESIDENTIAL CARE ELDERLY,GISELLE'S CARE HOME #2,"MEMORACION, ELIZABETH",2140 CERES AVENUE,CHICO,CA,95926,BUTTE,6,9/11/1990,LICENSED,"2140 CERES AVENUE, CHICO, CA95926",39.754104,-121.8335186
RESIDENTIAL CARE ELDERLY,GLADDING RIDGE,AARON M JONES,1660 THIRD STREET,LINCOLN,CA,95648,PLACER,99,8/27/1997,LICENSED,"1660 THIRD STREET, LINCOLN, CA95648",38.8896616,-121.3069215
RESIDENTIAL CARE ELDERLY,GLCS CARE HOME-III,AFRODESIA LOPOZ,1415 STONEHEDGE DRIVE,PLEASANT HILL,CA,94523,CONTRA COSTA,6,3/31/1999,LICENSED,"1415 STONEHEDGE DRIVE, PLEASANT HILL, CA94523",37.9751488,-122.1007039
RESIDENTIAL CARE ELDERLY,GLCS CARE HOME II,JOSEFINA GARDNER,842 WEAVER LANE,CONCORD,CA,94518,CONTRA COSTA,6,6/13/1989,LICENSED,"842 WEAVER LANE, CONCORD, CA94518",37.9370987,-122.0335253
RESIDENTIAL CARE ELDERLY,GLEN COVE HOME,"CERNA, ARMANDO",5934 PARKSIDE DRIVE,HEMET,CA,92545,RIVERSIDE,6,5/19/2017,LICENSED,"5934 PARKSIDE DRIVE, HEMET, CA92545",33.7541283,-117.0344276
RESIDENTIAL CARE ELDERLY,GLEN CREEK VILLA II-RES. CARE FAC. FOR THE ELDERLY,"OSANU, NICOLETA",8510 ELM AVENUE,ORANGEVALE,CA,95662,SACRAMENTO,6,12/1/2000,LICENSED,"8510 ELM AVENUE, ORANGEVALE, CA95662",38.6929452,-121.2433463
RESIDENTIAL CARE ELDERLY,GLEN PARK AT GLENDALE - BOYNTON ST,"PINK, JR, TILLMAN",1250 BOYNTON ST,GLENDALE,CA,91205,LOS ANGELES,98,5/30/2013,LICENSED,"1250 BOYNTON ST, GLENDALE, CA91205",34.1310258,-118.2482995
RESIDENTIAL CARE ELDERLY,GLEN PARK AT GLENDALE - MARIPOSA ST,"PINK, MARINA",1220 S MARIPOSA ST,GLENDALE,CA,91205,LOS ANGELES,120,5/30/2013,LICENSED,"1220 S MARIPOSA ST, GLENDALE, CA91205",34.1319422,-118.2495225
RESIDENTIAL CARE ELDERLY,GLEN PARK AT LONG BEACH,"PINK, MARINA E",1046 E 4TH ST,LONG BEACH,CA,90802,LOS ANGELES,208,7/7/2015,LICENSED,"1046 E 4TH ST, LONG BEACH, CA90802",33.7713501,-118.1786846
RESIDENTIAL CARE ELDERLY,GLEN PARK AT MONROVIA,"MENDOZA, MICHAEL",110 N MOUNTAIN AVE,MONROVIA,CA,91016,LOS ANGELES,49,4/28/1999,LICENSED,"110 N MOUNTAIN AVE, MONROVIA, CA91016",34.1518913,-117.985695
RESIDENTIAL CARE ELDERLY,GLEN PARK AT VALLEY VILLAGE,"PINK, JR, TILLMAN",5527 LAUREL CANYON BLVD,VALLEY VILLAGE,CA,91607,LOS ANGELES,100,1/31/2001,LICENSED,"5527 LAUREL CANYON BLVD, VALLEY VILLAGE, CA91607",34.1710569,-118.3969772
RESIDENTIAL CARE ELDERLY,GLEN TERRA ASSISTED LIVING,"RECORDS, TERRY",917 N LOUISE STREET,GLENDALE,CA,91207,LOS ANGELES,155,8/2/2017,LICENSED,"917 N LOUISE STREET, GLENDALE, CA91207",34.1591571,-118.2532953
RESIDENTIAL CARE ELDERLY,GLENBROOK ASSISTED LIVING,PHIL PADILLA,1950 CALLE BARCELONA,CARLSBAD,CA,92009,SAN DIEGO,95,1/5/2004,LICENSED,"1950 CALLE BARCELONA, CARLSBAD, CA92009",33.0737709,-117.266316
RESIDENTIAL CARE ELDERLY,GLENCREST MANOR,"MARALIT, MARIA FE",2401 THORN PLACE,FULLERTON,CA,92835,ORANGE,6,1/4/2001,LICENSED,"2401 THORN PLACE, FULLERTON, CA92835",33.8973009,-117.8783771
RESIDENTIAL CARE ELDERLY,GLENDA WILLIAMS COUNTRY ESTATES,GLENDA WILLIAMS,8056 CAYMUS DRIVE,SACRAMENTO,CA,95829,SACRAMENTO,6,7/1/2010,LICENSED,"8056 CAYMUS DRIVE, SACRAMENTO, CA95829",38.4649215,-121.3647049
RESIDENTIAL CARE ELDERLY,GLENDALE CAREHOME,EVANGELINE URSUA,714 MILFORD STREET,GLENDALE,CA,91203,LOS ANGELES,6,2/13/2014,LICENSED,"714 MILFORD STREET, GLENDALE, CA91203",34.1519444,-118.270583
RESIDENTIAL CARE ELDERLY,GLENDALE GARDEN CARE HOME,"DEANON, IRENE",405 CHESTER STREET,GLENDALE,CA,91203,LOS ANGELES,6,5/13/2016,LICENSED,"405 CHESTER STREET, GLENDALE, CA91203",34.1518476,-118.2701763
RESIDENTIAL CARE ELDERLY,GLENDALE GOLDEN YEARS HOME,AURELIO TRILLANA,1502 LYNGLEN DR.,GLENDALE,CA,91206,LOS ANGELES,6,5/13/2009,LICENSED,"1502 LYNGLEN DR., GLENDALE, CA91206",34.1532355,-118.2316123
RESIDENTIAL CARE ELDERLY,GLENDORA CARE HOME,"ZAMORA, RODOFO A",1640 S GLENDORA AVE,GLENDORA,CA,91740,LOS ANGELES,6,6/12/2017,LICENSED,"1640 S GLENDORA AVE, GLENDORA, CA91740",34.1086263,-117.8635506
RESIDENTIAL CARE ELDERLY,GLENWOOD CARE,DORA VILLAGRAN,2001 EAST GLENWOOD,FULLERTON,CA,92831,ORANGE,6,5/14/2007,LICENSED,"2001 EAST GLENWOOD, FULLERTON, CA92831",33.87941,-117.896314
RESIDENTIAL CARE ELDERLY,GLENWOOD GARDEN MANOR,"RAMISCAL, JANELLE",176 GLENWOOD CIRCLE,ROSEVILLE,CA,95678,PLACER,6,4/9/2009,LICENSED,"176 GLENWOOD CIRCLE, ROSEVILLE, CA95678",38.7684693,-121.3000362
RESIDENTIAL CARE ELDERLY,GLO-RILYNN GUEST HOME,JAMES WALLACE,2143 E. ALTURA,ORANGE,CA,92867,ORANGE,6,11/14/1996,LICENSED,"2143 E. ALTURA, ORANGE, CA92867",33.8276668,-117.8308596
RESIDENTIAL CARE ELDERLY,GLOBAL ELDERLY CARE FACILITY INC.,TERESITA CRUZ BAUTISTA,2009 253RD PL.,LOMITA,CA,90717,LOS ANGELES,6,2/14/2007,LICENSED,"2009 253RD PL., LOMITA, CA90717",33.7943627,-118.3148417
RESIDENTIAL CARE ELDERLY,GLORIA'S CARE VILLA,GLORIA SANTOS,11328 WOODLEY AVENUE,GRANADA HILLS,CA,91344,LOS ANGELES,6,11/14/2007,LICENSED,"11328 WOODLEY AVENUE, GRANADA HILLS, CA91344",NA,NA
RESIDENTIAL CARE ELDERLY,GLORIA'S COUNTRY CARE,JOSE L GARCIA,34606 HIGHWAY 16,WOODLAND,CA,95695,YOLO,16,11/20/1997,LICENSED,"34606 HIGHWAY 16, WOODLAND, CA95695",38.6724381,-121.8652518
RESIDENTIAL CARE ELDERLY,GLORIA'S GARDEN,"TUNCO, EVELYN",1777 PINNACLE COURT,VISTA,CA,92081,SAN DIEGO,5,9/22/2008,LICENSED,"1777 PINNACLE COURT, VISTA, CA92081",33.1648833,-117.2529359
RESIDENTIAL CARE ELDERLY,"GLORIAN MANOR II RCFE, THE",THOMAS AND SONIA CONNORS,1732 MYRA DRIVE,SAN JOSE,CA,95124,SANTA CLARA,6,5/26/2004,LICENSED,"1732 MYRA DRIVE, SAN JOSE, CA95124",37.2368785,-121.9116301
RESIDENTIAL CARE ELDERLY,"GLORIAN MANOR III, THE","CONNORS, SONIA",1607 INGLIS LANE,SAN JOSE,CA,95118,SANTA CLARA,6,1/9/2009,LICENSED,"1607 INGLIS LANE, SAN JOSE, CA95118",37.2445533,-121.9045659
RESIDENTIAL CARE ELDERLY,"GLORIAN MANOR, THE","MADAMBA, P. SONIA",3520 MAY LANE,SAN JOSE,CA,95124,SANTA CLARA,6,6/2/2000,LICENSED,"3520 MAY LANE, SAN JOSE, CA95124",37.262175,-121.9377902
RESIDENTIAL CARE ELDERLY,GLORIOUS HOME #2,"DELAGNEAU, CHESTER",24672 ARGUS DRIVE,MISSION VIEJO,CA,92691,ORANGE,6,8/25/2005,LICENSED,"24672 ARGUS DRIVE, MISSION VIEJO, CA92691",33.6038973,-117.6800235
RESIDENTIAL CARE ELDERLY,GLORIOUS HOME #3,"DELAGNEAU, CHESTER",24726 ARGUS DRIVE,MISSION VIEJO,CA,92691,ORANGE,6,8/25/2005,LICENSED,"24726 ARGUS DRIVE, MISSION VIEJO, CA92691",33.603186,-117.679699
RESIDENTIAL CARE ELDERLY,GLORIOUS HOMES #1,"OFFIAH, MICHAEL & WINIFRED",6901 FRANELA WAY,CITRUS HEIGHTS,CA,95621,SACRAMENTO,6,6/29/2011,LICENSED,"6901 FRANELA WAY, CITRUS HEIGHTS, CA95621",38.6957947,-121.3055771
RESIDENTIAL CARE ELDERLY,GLORY DAYS ASSISTED LIVING FOR SENIORS,"AGUILAR, MELINDA",1303 S. PINKHAM,VISALIA,CA,93292,TULARE,10,10/24/2007,LICENSED,"1303 S. PINKHAM, VISALIA, CA93292",36.3190945,-119.2700494
RESIDENTIAL CARE ELDERLY,GM RESIDENTIAL CARE HOME,"CHILIN, GRICELDA G.",4924 OMAR STREET,FREMONT,CA,94538,ALAMEDA,6,6/8/1989,LICENSED,"4924 OMAR STREET, FREMONT, CA94538",37.5216189,-121.9745579
RESIDENTIAL CARE ELDERLY,GOLD AGE VILLA,"OSELSKY, RAISA",8100 HORSESHOE BAR ROAD,LOOMIS,CA,95650,PLACER,6,3/2/2007,LICENSED,"8100 HORSESHOE BAR ROAD, LOOMIS, CA95650",38.8107778,-121.1522183
RESIDENTIAL CARE ELDERLY,GOLD CANYON CARE HOME,"STOLZ, ARMIN",6461 QUILLAN STREET,SAN DIEGO,CA,92111,SAN DIEGO,6,4/26/2013,LICENSED,"6461 QUILLAN STREET, SAN DIEGO, CA92111",32.7914784,-117.1781565
RESIDENTIAL CARE ELDERLY,GOLD COAST CARE HOME,"LOMBOY, RUSTOM NEIL",443 OLD RIVER DRIVE,VALLEJO,CA,94589,SOLANO,6,10/9/2017,LICENSED,"443 OLD RIVER DRIVE, VALLEJO, CA94589",38.1505295,-122.2706918
RESIDENTIAL CARE ELDERLY,GOLD COUNTRY HEALTH CENTER,SANDRA HASKINS,4301 GOLDEN CENTER DR.,PLACERVILLE,CA,95667,EL DORADO,46,2/9/1993,LICENSED,"4301 GOLDEN CENTER DR., PLACERVILLE, CA95667",38.7070475,-120.828175
RESIDENTIAL CARE ELDERLY,"GOLD HOME, THE","MARIUT, GINA & PETER",6029 DAHBOY WAY,ORANGEVALE,CA,95662,SACRAMENTO,6,5/27/1993,LICENSED,"6029 DAHBOY WAY, ORANGEVALE, CA95662",38.6761725,-121.238138
RESIDENTIAL CARE ELDERLY,GOLD LIVING HOME CARE,"CANDIDATO, FLORINA",10233 BONITA AVENUE,RIVERSIDE,CA,92503,RIVERSIDE,6,7/18/2017,LICENSED,"10233 BONITA AVENUE, RIVERSIDE, CA92503",33.9184722,-117.4648939
RESIDENTIAL CARE ELDERLY,GOLD QUARTZ INN RETIREMENT HOME,DONNA KERSH,15 BRYSON DRIVE,SUTTER CREEK,CA,95685,AMADOR,47,2/27/1998,LICENSED,"15 BRYSON DRIVE, SUTTER CREEK, CA95685",38.3831721,-120.8050842
RESIDENTIAL CARE ELDERLY,GOLD RIVER HOME CARE,"KURTZ, DIANA",2235 NAVAS LANE,NEWCASTLE,CA,95658,PLACER,6,2/21/2008,LICENSED,"2235 NAVAS LANE, NEWCASTLE, CA95658",38.848913,-121.151804
RESIDENTIAL CARE ELDERLY,GOLDEN ACRES HOME AND CARE,MARICEL YAPO,1101 CALIFORNIA STREET,ESCALON,CA,95320,SAN JOAQUIN,26,5/27/1992,LICENSED,"1101 CALIFORNIA STREET, ESCALON, CA95320",37.796352,-120.9988707
RESIDENTIAL CARE ELDERLY,GOLDEN ACRES RCFE,BABY JANE ANGELES,6437 KEYSTONE STREET,SIMI VALLEY,CA,93063,VENTURA,6,1/22/2004,LICENSED,"6437 KEYSTONE STREET, SIMI VALLEY, CA93063",34.2786608,-118.6646429
